junction_1-1	junction_1-1	100.000	50	0	0	1	50	1	50	1.82e-25	99.6
junction_1-1	junction_6-1	100.000	27	0	0	24	50	24	50	9.68e-12	54.0
junction_1-1	junction_10-1	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-1	junction_9-1	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-1	junction_8-1	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-1	junction_7-1	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-1	junction_5-1	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-1	junction_4-1	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-1	junction_3-1	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-1	junction_2-1	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-1	junction_1-10	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-1	junction_1-9	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-1	junction_1-8	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-1	junction_1-7	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-1	junction_1-6	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-1	junction_1-5	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-1	junction_1-4	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-1	junction_1-3	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-1	junction_1-2	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-2	junction_1-2	100.000	50	0	0	1	50	1	50	1.82e-25	99.6
junction_1-2	junction_6-2	100.000	27	0	0	24	50	24	50	9.68e-12	54.0
junction_1-2	junction_1-8	100.000	26	0	0	1	26	1	26	3.83e-11	52.0
junction_1-2	junction_10-2	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-2	junction_9-2	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-2	junction_8-2	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-2	junction_7-2	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-2	junction_5-2	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-2	junction_4-2	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-2	junction_3-2	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-2	junction_2-2	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-2	junction_1-10	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-2	junction_1-9	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-2	junction_1-7	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-2	junction_1-6	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-2	junction_1-5	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-2	junction_1-4	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-2	junction_1-3	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-2	junction_1-1	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-3	junction_1-3	100.000	50	0	0	1	50	1	50	1.82e-25	99.6
junction_1-3	junction_1-10	100.000	28	0	0	1	28	1	28	2.45e-12	56.0
junction_1-3	junction_6-3	100.000	27	0	0	24	50	24	50	9.68e-12	54.0
junction_1-3	junction_1-6	100.000	27	0	0	1	27	1	27	9.68e-12	54.0
junction_1-3	junction_1-5	100.000	26	0	0	1	26	1	26	3.83e-11	52.0
junction_1-3	junction_10-3	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-3	junction_9-3	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-3	junction_8-3	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-3	junction_7-3	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-3	junction_5-3	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-3	junction_4-3	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-3	junction_3-3	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-3	junction_2-3	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-3	junction_1-9	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-3	junction_1-8	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-3	junction_1-7	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-3	junction_1-4	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-3	junction_1-2	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-3	junction_1-1	100.000	25	0	0	1	25	1	25	1.51e-10	50.1
junction_1-4	junction_1-4	100.000	50	0	0	1	50	1	50	1.82e-25	99.6
junction_1-4	junction_6-4	100.000	27	0	0	24	50	24	50	9.68e-12	54.0
junction_1-4	junction_1-9	100.000	26	0	0	1	26	1	26	3.83e-11	52.0
junction_1-4	junction_1-7	100.000	26	0	0	1	26	1	26	3.83e-11	52.0
junction_1-4	junction_10-4	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-4	junction_9-4	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-4	junction_8-4	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-4	junction_7-4	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-4	junction_5-4	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-4	junction_4-4	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-4	junction_3-4	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
junction_1-4	junction_2-4	100.000	25	0	0	26	50	26	50	1.51e-10	50.1
